url;ID;Operacion;Propiedad;Titulo;Currency;Precio;Ubicacion;Antiguedad;Superficie total;Superficie útil;Dormitorios;Baños
https://www.portalinmobiliario.com/MLC-2777066176-casa-en-venta-de-11-dorm-en-punta-arenas-_JM;2777066176;Venta;Casas;Casa En Venta De 11 Dorm. En Punta Arenas;CLP;589000000;Jose Manuel Balmaceda, Punta Arenas, Magallanes;47;500;340;11;8
https://www.portalinmobiliario.com/MLC-2761178066-hermosa-casa-en-venta-en-punta-arenas-_JM;2761178066;Venta;Casas;Hermosa Casa En Venta En Punta Arenas;CLP;195000000;Calle 2 Proyectada 583, Punta Arenas, Chile, Punta Arenas, Magallanes;;171;90;4;3
https://www.portalinmobiliario.com/MLC-2780834052-casa-dos-pisos-remodelada-excelente-accesibilidad-_JM;2780834052;Venta;Casas;Casa Dos Pisos Remodelada Excelente Accesibilidad;UF;3700;Málaga 120, Punta Arenas, Punta Arenas, Magallanes;25;104;85;3;2
https://www.portalinmobiliario.com/MLC-2752596284-espectacular-casa-patrimonial-magallanica-en-amplio-terreno-_JM;2752596284;Venta;Casas;Espectacular Casa Patrimonial Magallánica En Amplio Terreno;UF;21085;Pedro Sarmiento De Gamboa 1034, Punta Arenas, Magallanes;;1000;1000;4;3
https://www.portalinmobiliario.com/MLC-2767953894-hermosa-casa-casi-nueva-en-punta-arenas-_JM;2767953894;Venta;Casas;Hermosa Casa Casi Nueva En Punta Arenas;UF;7500;R29m+vf Punta Arenas, Chile, Punta Arenas, Magallanes;2;738;139;3;4
https://www.portalinmobiliario.com/MLC-2762518240-casa-en-capitan-guillermos-punta-arenas-_JM;2762518240;Venta;Casas;Casa En Capitán Guillermos, Punta Arenas;CLP;120000000;Capitán Juan Guillermos, Punta Arenas, Chile, Punta Arenas, Magallanes;20;84.73;84.73;3;2
https://www.portalinmobiliario.com/MLC-2670123838-casa-en-punta-arenas-hasta-100-de-financiamiento-_JM;2670123838;Venta;Casas;Casa En Punta Arenas. Hasta 100% De Financiamiento,;UF;5504;Romulo Correa N°0945, Casa N°21, Condominio Patagonia, Punta Arenas, Punta Arenas, Magallanes;;194.76;90.35;3;2
https://www.portalinmobiliario.com/MLC-2788457752-increible-casa-en-condominio-de-punta-arenas-_JM;2788457752;Venta;Casas;Increíble Casa En Condominio De Punta Arenas;UF;9000;Lt A-26 Condominio Los Vascos Punta Arenas, Punta Arenas, Magallanes;24;480;140;3;3
https://www.portalinmobiliario.com/MLC-1546195881-casa-con-destino-comercial-_JM;1546195881;Venta;Casas;Casa Con Destino Comercial;UF;11050;Punta Arenas, Punta Arenas, Magallanes;29;312;267;5;6
https://www.portalinmobiliario.com/MLC-2776820126-casa-a-la-venta-_JM;2776820126;Venta;Casas;Casa A La Venta;CLP;245000000;Casa A La Venta, Punta Arenas, Magallanes;30;313;150;3;1
https://www.portalinmobiliario.com/MLC-2765731222-amplia-y-tradicional-54231-_JM;2765731222;Venta;Casas;Amplia Y Tradicional (54231);CLP;290000000;Se Vende Amplia Casa Magallánica, Punta Arenas, Magallanes;64;350;250;6;2
https://www.portalinmobiliario.com/MLC-2775434882-casa-3d-3b-120-m2-230-m2-terreno-conjunto-alto-bulnes-_JM;2775434882;Venta;Casas;Casa 3d 3b 120 M2 , 230 M2 Terreno, Conjunto Alto Bulnes;UF;8087;Casa 3d 3b 120 M2 , 230 M2 Terreno, Conjunto Alto Bulnes, Punta Arenas, Magallanes;0;230;115;3;3
https://www.portalinmobiliario.com/MLC-2775357008-100-financiamiento-casa-3d-2b-cond-patagonia-punta-arenas-_JM;2775357008;Venta;Casas;100% Financiamiento, Casa 3d 2b, Cond Patagonia Punta Arenas;UF;5504;100% Financiamiento, Casa 3d 2b, Cond Patagonia Punta Arenas, Punta Arenas, Magallanes;0;200;97;3;2
https://www.portalinmobiliario.com/MLC-1546130505-propiedad-con-excelente-vista-al-mar-_JM;1546130505;Venta;Casas;Propiedad Con Excelente Vista Al Mar.;CLP;435000000;Propiedad Con Excelente Vista Al Mar., Punta Arenas, Magallanes;30;1551;270;3;1
https://www.portalinmobiliario.com/MLC-2756941702-punta-arenas-conjunto-bulnes-casa-recuperada-en-remate-_JM;2756941702;Venta;Casas;Punta Arenas Conjunto Bulnes Casa Recuperada En Remate;UF;8037;Cemetery Of Punta Arenas - Avenida Bulnes, Punta Arenas, Chile, Punta Arenas, Magallanes;;238;115;2;3
https://www.portalinmobiliario.com/MLC-2759580036-100-financiamiento-hipotecario-casa-3d-3b-alto-bulnes-_JM;2759580036;Venta;Casas;100% Financiamiento Hipotecario Casa 3d 3b Alto Bulnes;UF;7980;C. Sur 150, Punta Arenas, Magallanes;;238;115;3;3
https://www.portalinmobiliario.com/MLC-2742311556-100-financiamiento-casa-de-3d-2b-194-m-condominio-patagonia-_JM;2742311556;Venta;Casas;100% Financiamiento Casa De 3d 2b 194 M Condominio Patagonia;UF;5504;Rómulo Correa 0945, Punta Arenas, Magallanes;;194;90;3;2
